# timestamp,actual_x,target_x,actual_y,target_y,actual_z,target_z,actual_yaw,target_yaw,actual_vel_x,target_vel_x,actual_vel_y,target_vel_y,actual_vel_z,target_vel_z,actual_acc_x,target_acc_x,actual_acc_y,target_acc_y,actual_acc_z,target_acc_z,actual_ang_vel_x,target_ang_vel_x,actual_ang_vel_y,target_ang_vel_y,actual_ang_vel_z,target_ang_vel_z,target_throttle
1755249677.336366,0.037389,0.000000,-0.002326,0.000000,-0.010733,-0.010663,0.001235,0.000000,-0.132909,0.000000,0.004642,0.000000,-0.002717,0.025006,0.938622,0.000000,0.272949,0.000000,0.471985,0.250000,0.012046,0.003374,0.021703,0.015314,-0.002493,0.011435,0.313931
1755249677.339224,0.037011,0.000000,-0.002313,0.000000,-0.010739,-0.010401,0.001214,0.000000,-0.131439,0.000000,0.004190,0.000000,-0.001453,0.027498,0.514408,0.000000,-0.158216,0.000000,0.442381,0.250000,-0.015047,0.003374,-0.011575,0.015314,0.012399,0.011435,0.316274
1755249677.348273,0.035712,0.000000,-0.002282,0.000000,-0.010773,-0.010115,0.002812,0.000000,-0.158535,0.000000,0.004088,0.000000,-0.006378,0.029981,-2.994528,0.000000,-0.011268,0.000000,-0.544265,0.250000,-0.045489,0.022933,-0.021566,0.070505,0.027203,-0.019413,0.310585
1755249677.357530,0.034148,0.000000,-0.002263,0.000000,-0.010844,-0.009802,0.002435,0.000000,-0.176681,0.000000,-0.001861,0.000000,-0.009201,0.032486,-1.960226,0.000000,-0.642712,0.000000,-0.304952,0.250000,-0.018945,0.024007,0.018117,0.073264,-0.017780,-0.027441,0.316741
1755249677.367587,0.032377,0.000000,-0.002252,0.000000,-0.010954,-0.009463,0.003426,0.000000,-0.177421,0.000000,0.007873,0.000000,-0.013600,0.035002,-0.073541,0.000000,0.967848,0.000000,-0.437442,0.250000,-0.020090,0.024007,0.029708,0.073264,0.013013,-0.027441,0.321189
1755249677.379099,0.030416,0.000000,-0.002211,0.000000,-0.011113,-0.009101,0.003726,0.000000,-0.163514,0.000000,-0.002753,0.000000,-0.014735,0.037500,1.208021,0.000000,-0.923012,0.000000,-0.098534,0.250000,0.019682,0.024007,-0.018609,0.073264,0.035955,-0.027441,0.325299
1755249677.387543,0.028963,0.000000,-0.002206,0.000000,-0.011251,-0.008716,0.004992,0.000000,-0.182323,0.000000,0.004335,0.000000,-0.017241,0.039981,-2.227557,0.000000,0.839364,0.000000,-0.296791,0.250000,-0.037342,0.042265,0.016429,0.093820,-0.003148,-0.066599,0.321614
1755249677.425418,0.021117,0.000000,-0.001134,0.000000,-0.012019,-0.008303,0.016734,0.000000,-0.232484,0.000000,0.058095,0.000000,-0.025771,0.042487,-1.324379,0.000000,1.419419,0.000000,-0.225218,0.250000,-0.005915,0.042265,0.010541,0.093820,-0.017644,-0.066599,0.314588
1755249677.425247,0.021156,0.000000,-0.001144,0.000000,-0.012015,-0.007403,0.016724,0.000000,-0.232366,0.000000,0.057918,0.000000,-0.025736,0.047488,-1.324379,0.000000,1.419419,0.000000,-0.225218,0.250000,-0.066696,0.042265,0.019120,0.093820,-0.037716,-0.066599,0.319187
1755249677.436911,0.025907,0.000000,0.016378,0.000000,-0.006570,-0.007865,0.012251,0.000000,-0.191626,0.000000,0.143781,0.000000,0.012395,0.044991,3.555042,0.000000,7.455523,0.000000,3.320792,0.250000,0.009022,0.170927,0.018281,0.256631,0.001991,-0.123869,0.353341
1755249677.437016,0.025887,0.000000,0.016394,0.000000,-0.006569,-0.006912,0.012245,0.000000,-0.191546,0.000000,0.143833,0.000000,0.012471,0.050006,0.749176,0.000000,0.487944,0.000000,0.716273,0.250000,0.009517,0.171392,0.005103,0.257444,0.019224,-0.123873,0.354799
1755249677.446357,0.024174,0.000000,0.017726,0.000000,-0.006389,-0.006196,0.012122,0.000000,-0.176069,0.000000,0.141168,0.000000,0.025317,0.053464,1.656974,0.000000,-0.285281,0.000000,1.375317,0.250000,-0.033590,0.171581,-0.000590,0.257977,-0.009489,-0.123872,0.355711
1755249677.456146,0.022441,0.000000,0.019120,0.000000,-0.006132,-0.005866,0.011571,0.000000,-0.176508,0.000000,0.141122,0.000000,0.026086,0.054988,-0.044880,0.000000,-0.004722,0.000000,0.078551,0.250000,-0.052613,0.608270,0.030797,0.202245,-0.043138,-0.079725,0.335104
1755249677.472921,0.019485,0.000000,0.021522,0.000000,-0.005790,-0.005305,0.011879,0.000000,-0.180703,0.000000,0.148406,0.000000,0.012385,0.057482,-0.250043,0.000000,0.434259,0.000000,-0.816802,0.250000,-0.011158,0.609577,0.019732,0.202781,0.029848,-0.079728,0.336082
1755249677.474894,0.019126,0.000000,0.021817,0.000000,-0.005766,-0.004715,0.011694,0.000000,-0.182945,0.000000,0.150569,0.000000,0.011646,0.059994,-1.136370,0.000000,1.095975,0.000000,-0.374341,0.250000,-0.001277,0.610927,0.021839,0.203335,-0.009237,-0.079732,0.337091
1755249677.530161,0.007226,0.000000,0.032185,0.000000,-0.005642,-0.002804,0.006646,0.000000,-0.245022,0.000000,0.207490,0.000000,-0.014860,0.067488,-1.123223,0.000000,1.029942,0.000000,-0.479598,0.250000,0.085917,0.688953,0.036182,0.355731,-0.027764,-0.048366,0.345728
1755249677.530083,0.007245,0.000000,0.032169,0.000000,-0.005641,-0.002120,0.006656,0.000000,-0.244938,0.000000,0.207470,0.000000,-0.014824,0.069974,-1.123223,0.000000,1.029942,0.000000,-0.479598,0.250000,0.153435,0.690524,0.045204,0.356631,0.024914,-0.048370,0.346795
1755249677.529991,0.007268,0.000000,0.032150,0.000000,-0.005640,-0.000664,0.006667,0.000000,-0.244827,0.000000,0.207449,0.000000,-0.014727,0.074996,-1.123223,0.000000,1.029942,0.000000,-0.479598,0.250000,0.380968,0.692153,0.094969,0.357565,-0.094144,-0.048374,0.347903
1755249677.538277,0.023386,0.000000,0.017151,0.000000,-0.007202,-0.001404,-0.003920,0.000000,-0.151185,0.000000,0.149049,0.000000,-0.004643,0.072488,11.561917,0.000000,-7.200771,0.000000,1.258874,0.250000,0.138068,0.693825,0.044878,0.358523,-0.088568,-0.048378,0.349041
1755249677.540889,0.022991,0.000000,0.017551,0.000000,-0.007209,0.000104,-0.004169,0.000000,-0.150517,0.000000,0.156833,0.000000,-0.000684,0.077513,0.255625,0.000000,2.979727,0.000000,1.515576,0.250000,0.211107,0.695547,0.043328,0.359510,0.048636,-0.048383,0.350214
1755249677.544405,0.022468,0.000000,0.018114,0.000000,-0.007200,0.000883,-0.003454,0.000000,-0.147054,0.000000,0.163543,0.000000,0.005647,0.079989,0.985128,0.000000,1.908675,0.000000,1.800839,0.250000,0.311428,0.697290,0.065852,0.360510,0.011937,-0.048388,0.351404
1755249677.547353,0.022052,0.000000,0.018588,0.000000,-0.007175,0.001692,-0.001770,0.000000,-0.135364,0.000000,0.158118,0.000000,0.011077,0.082478,3.964991,0.000000,-1.839920,0.000000,1.841737,0.250000,0.453345,0.699082,0.122634,0.361538,-0.123396,-0.048393,0.352630
1755249677.556552,0.021091,0.000000,0.019853,0.000000,-0.007010,0.002538,-0.000855,0.000000,-0.077724,0.000000,0.119803,0.000000,0.023172,0.085003,6.265968,0.000000,-4.165209,0.000000,1.314829,0.250000,0.525464,0.163379,0.183406,-0.140760,-0.108096,0.039283,0.321826
1755249677.573333,0.019748,0.000000,0.021810,0.000000,-0.006431,0.003432,-0.005408,0.000000,-0.085871,0.000000,0.104554,0.000000,0.045412,0.087592,-0.485483,0.000000,-0.908687,0.000000,1.325322,0.250000,0.614228,0.167437,0.251410,-0.191713,-0.129562,0.033062,0.311280
1755249677.575490,0.019564,0.000000,0.022038,0.000000,-0.006330,0.004340,-0.005336,0.000000,-0.084362,0.000000,0.107560,0.000000,0.048175,0.090146,0.699560,0.000000,1.392976,0.000000,1.280381,0.250000,0.745220,0.168698,0.410568,-0.191896,-0.086403,0.033080,0.312629
1755249677.587301,0.018611,0.000000,0.023316,0.000000,-0.005664,0.005195,-0.006095,0.000000,-0.082294,0.000000,0.114938,0.000000,0.066128,0.092490,0.175030,0.000000,0.624728,0.000000,1.520102,0.250000,0.725105,0.104088,0.440518,-0.326077,-0.069132,0.036778,0.298745
1755249677.625751,0.016346,0.000000,0.028340,0.000000,-0.001155,0.006179,-0.003040,0.000000,-0.029729,0.000000,0.153690,0.000000,0.161156,0.095110,1.367113,0.000000,1.007854,0.000000,2.471458,0.250000,0.664037,0.105575,0.447331,-0.326532,0.122731,0.036814,0.300184
1755249677.607228,0.017185,0.000000,0.025639,0.000000,-0.003790,0.007091,-0.003462,0.000000,-0.060879,0.000000,0.137870,0.000000,0.123362,0.097479,1.367113,0.000000,1.007854,0.000000,2.471458,0.250000,0.355376,0.106974,0.201982,-0.326961,-0.090370,0.036848,0.301544
1755249677.630978,0.024360,0.000000,0.021258,0.000000,-0.010650,0.008080,0.000013,0.000000,0.031158,0.000000,0.120723,0.000000,0.112318,0.099983,11.648806,0.000000,-6.307156,0.000000,-9.343674,0.250000,0.755804,0.108462,0.547783,-0.327421,-0.066605,0.036884,0.302994
1755249677.637083,0.024616,0.000000,0.022012,0.000000,-0.009943,0.009102,0.002275,0.000000,0.052527,0.000000,0.126439,0.000000,0.119479,0.102506,3.500357,0.000000,0.936158,0.000000,1.173084,0.250000,0.738248,0.109983,0.524264,-0.327894,-0.013579,0.036920,0.304486
1755249677.640462,0.024810,0.000000,0.022441,0.000000,-0.009534,0.010157,0.002368,0.000000,0.062629,0.000000,0.127323,0.000000,0.122477,0.105048,2.989217,0.000000,0.261575,0.000000,0.887072,0.250000,0.755513,0.111542,0.498172,-0.328381,-0.080840,0.036957,0.306020
1755249677.646848,0.025245,0.000000,0.023223,0.000000,-0.008730,0.011229,0.003539,0.000000,0.069566,0.000000,0.115892,0.000000,0.130147,0.107569,1.086303,0.000000,-1.789842,0.000000,1.200942,0.250000,0.557638,-0.060930,0.368584,-0.559566,-0.050423,0.021282,0.334750
1755249677.655392,0.025716,0.000000,0.024168,0.000000,-0.007533,0.012286,0.003260,0.000000,0.042193,0.000000,0.106905,0.000000,0.149238,0.109998,-3.203751,0.000000,-1.051801,0.000000,2.234421,0.250000,0.304782,-0.205011,0.157427,-0.759097,0.044492,0.006675,0.305523
1755249677.669534,0.026367,0.000000,0.025499,0.000000,-0.005342,0.013385,0.005454,0.000000,0.053419,0.000000,0.079000,0.000000,0.158873,0.112468,0.793892,0.000000,-1.973329,0.000000,0.681347,0.250000,0.167796,-0.203779,0.071032,-0.761134,-0.032072,0.006782,0.307116
1755249677.674770,0.026733,0.000000,0.025946,0.000000,-0.004529,0.014530,0.005508,0.000000,0.086547,0.000000,0.091982,0.000000,0.151659,0.114986,6.326122,0.000000,2.479012,0.000000,-1.377598,0.250000,0.169816,-0.202512,-0.019275,-0.763241,-0.019463,0.006893,0.308766
1755249677.727339,0.031841,0.000000,0.033138,0.000000,0.004019,0.015705,0.007038,0.000000,0.092330,0.000000,0.151219,0.000000,0.163196,0.117511,0.110005,0.000000,1.126856,0.000000,0.219456,0.250000,0.215531,-0.236573,-0.182526,-0.726537,-0.042703,-0.012987,0.306474
1755249677.696553,0.028936,0.000000,0.028595,0.000000,-0.001090,0.016876,0.004256,0.000000,0.096410,0.000000,0.143926,0.000000,0.168701,0.119976,0.110005,0.000000,1.126856,0.000000,0.219456,0.250000,0.080229,-0.235169,-0.317685,-0.728760,-0.092673,-0.012867,0.308160
1755249677.727511,0.054217,0.000000,0.014947,0.000000,0.022844,0.018095,-0.007224,0.000000,0.185463,0.000000,0.058328,0.000000,0.272101,0.122490,541.787985,0.000000,-540.377882,0.000000,633.537058,0.250000,0.223117,-0.233726,-0.189494,-0.731057,-0.025609,-0.012743,0.309906
1755249677.737531,0.055998,0.000000,0.015567,0.000000,0.025606,0.019341,-0.011878,0.000000,0.169984,0.000000,0.065578,0.000000,0.279110,0.125007,-1.544771,0.000000,0.723584,0.000000,0.699514,0.250000,0.163062,-0.232264,-0.192462,-0.733396,-0.098472,-0.012616,0.311687
1755249677.739637,0.056351,0.000000,0.015709,0.000000,0.026196,0.020601,-0.012747,0.000000,0.165155,0.000000,0.068722,0.000000,0.281619,0.127503,-2.292819,0.000000,1.492741,0.000000,1.191043,0.250000,0.095545,-0.230796,-0.268557,-0.735756,-0.068869,-0.012489,0.313489
1755249677.743334,0.056949,0.000000,0.015974,0.000000,0.027243,0.021881,-0.012687,0.000000,0.158837,0.000000,0.074909,0.000000,0.284687,0.129989,-1.708862,0.000000,1.673314,0.000000,0.829844,0.250000,0.036653,-0.229317,-0.401435,-0.738147,-0.079140,-0.012361,0.315318
1755249677.746320,0.057418,0.000000,0.016202,0.000000,0.028096,0.023191,-0.013129,0.000000,0.155039,0.000000,0.077429,0.000000,0.286879,0.132485,-1.271685,0.000000,0.843927,0.000000,0.734185,0.250000,-0.050777,-0.227819,-0.504305,-0.740583,-0.043977,-0.012230,0.317185
1755249677.755305,0.058721,0.000000,0.016919,0.000000,0.030731,0.024532,-0.015461,0.000000,0.134964,0.000000,0.081918,0.000000,0.299680,0.134992,-2.234514,0.000000,0.499698,0.000000,1.424863,0.250000,-0.084766,-0.215564,-0.549602,-0.735116,-0.096475,0.201347,0.243131
1755249677.774606,0.061464,0.000000,0.018460,0.000000,0.036319,0.025913,-0.019806,0.000000,0.150810,0.000000,0.087623,0.000000,0.272212,0.137525,0.821014,0.000000,0.295541,0.000000,-1.423139,0.250000,-0.138233,-0.206166,-0.629683,-0.748710,-0.099662,0.234469,0.249788
1755249677.775004,0.061524,0.000000,0.018495,0.000000,0.036427,0.027283,-0.019825,0.000000,0.150716,0.000000,0.088469,0.000000,0.271819,0.139994,-0.236779,0.000000,2.125129,0.000000,-0.986191,0.250000,-0.134659,-0.204420,-0.614574,-0.753073,-0.095715,0.234725,0.251731
1755249677.787512,0.063454,0.000000,0.019844,0.000000,0.039655,0.028693,-0.021338,0.000000,0.151425,0.000000,0.112068,0.000000,0.250733,0.142490,0.056708,0.000000,1.886695,0.000000,-1.685806,0.250000,-0.118486,-0.317800,-0.600294,-0.843355,-0.056393,0.305360,0.274037
1755249677.829957,0.071413,0.000000,0.021652,0.000000,0.047900,0.031625,-0.035679,0.000000,0.210698,0.000000,-0.058244,0.000000,0.126007,0.147543,1.396472,0.000000,-4.012593,0.000000,-2.938582,0.250000,-0.134724,-0.316631,-0.666144,-0.851157,0.213324,0.305631,0.277803
1755249677.836660,0.071997,0.000000,-0.002896,0.000000,0.041313,0.030168,-0.027778,0.000000,0.194508,0.000000,-0.220423,0.000000,0.087358,0.145054,-2.414981,0.000000,-24.191846,0.000000,-5.765171,0.250000,-0.153847,-0.316215,-0.653752,-0.856418,0.046509,0.305963,0.279961
1755249677.840916,0.072793,0.000000,-0.003904,0.000000,0.041692,0.033123,-0.027830,0.000000,0.179897,0.000000,-0.253379,0.000000,0.090812,0.150061,-3.433510,0.000000,-7.744695,0.000000,0.811714,0.250000,-0.162145,-0.315842,-0.663815,-0.861636,0.030094,0.306301,0.282081
1755249677.843453,0.073240,0.000000,-0.004568,0.000000,0.041925,0.034589,-0.027950,0.000000,0.172568,0.000000,-0.269967,0.000000,0.092676,0.152483,-2.888997,0.000000,-6.538382,0.000000,0.734875,0.250000,-0.146431,-0.315436,-0.632516,-0.867113,0.032742,0.306642,0.284354
1755249677.848343,0.074055,0.000000,-0.005963,0.000000,0.042381,0.036187,-0.027783,0.000000,0.160621,0.000000,-0.300435,0.000000,0.093911,0.155081,-2.442734,0.000000,-6.229834,0.000000,0.252578,0.250000,-0.147440,-0.315080,-0.658736,-0.872519,0.201409,0.306990,0.286573
1755249677.860572,0.075809,0.000000,-0.010108,0.000000,0.043575,0.037737,-0.023145,0.000000,0.136340,0.000000,-0.369535,0.000000,0.098308,0.157560,-1.985681,0.000000,-5.650851,0.000000,0.359532,0.250000,-0.156764,-0.314751,-0.672054,-0.877927,0.290606,0.307346,0.288785
1755249677.866661,0.076623,0.000000,-0.012444,0.000000,0.044182,0.039279,-0.020192,0.000000,0.130886,0.000000,-0.397670,0.000000,0.101111,0.159988,-0.895668,0.000000,-4.620226,0.000000,0.460264,0.250000,-0.136779,-1.409786,-0.676721,0.126816,0.264016,0.034494,0.309005
1755249677.878515,0.078135,0.000000,-0.017453,0.000000,0.045350,0.040889,-0.016378,0.000000,0.123767,0.000000,-0.448256,0.000000,0.094017,0.162484,-0.600487,0.000000,-4.267372,0.000000,-0.598430,0.250000,-0.213129,-1.416255,-0.770453,0.124632,0.244093,0.034816,0.311355
1755249677.888004,0.079312,0.000000,-0.021854,0.000000,0.046183,0.042551,-0.011658,0.000000,0.123076,0.000000,-0.476288,0.000000,0.080713,0.165021,-0.072913,0.000000,-2.954191,0.000000,-1.402091,0.250000,-0.238669,-1.441779,-0.797242,0.372922,0.301745,0.003070,0.317800
1755249677.906355,0.080406,0.000000,-0.029925,0.000000,0.047484,0.044193,-0.003230,0.000000,-0.015125,0.000000,-0.392494,0.000000,0.061738,0.167491,-7.530899,0.000000,4.566172,0.000000,-1.033987,0.250000,-0.218766,-1.448845,-0.787796,0.371389,0.270896,0.003433,0.320237
1755249677.931167,0.079537,0.000000,-0.039749,0.000000,0.048790,0.047591,0.004554,0.000000,-0.048816,0.000000,-0.399827,0.000000,0.043217,0.172489,-1.357863,0.000000,-0.295526,0.000000,-0.746434,0.250000,-0.662589,-1.455634,-0.531675,0.369929,0.013233,0.003786,0.322592
1755249677.937875,0.074270,0.000000,-0.016671,0.000000,0.017156,0.045929,0.012666,0.000000,-0.087893,0.000000,-0.235436,0.000000,-0.143567,0.170063,-5.826227,0.000000,24.509533,0.000000,-27.848309,0.250000,-0.289882,-1.462738,-0.870017,0.368414,0.283631,0.004151,0.325062
1755249677.939756,0.074101,0.000000,-0.017106,0.000000,0.016884,0.049353,0.012735,0.000000,-0.091611,0.000000,-0.227449,0.000000,-0.145796,0.175023,-1.975657,0.000000,4.244410,0.000000,-1.184505,0.250000,-0.313228,-1.469992,-0.827221,0.366882,0.151734,0.004524,0.327593
1755249677.945480,0.073545,0.000000,-0.018298,0.000000,0.016025,0.051164,0.012201,0.000000,-0.102931,0.000000,-0.189166,0.000000,-0.154366,0.177592,-1.977889,0.000000,6.689104,0.000000,-1.497428,0.250000,-0.474934,-1.476889,-0.739890,0.365440,0.120435,0.004883,0.330017
1755249677.949132,0.073154,0.000000,-0.018958,0.000000,0.015453,0.052879,0.012701,0.000000,-0.110919,0.000000,-0.172138,0.000000,-0.158668,0.179989,-2.187128,0.000000,4.662269,0.000000,-1.177997,0.250000,-0.578442,-1.484155,-0.641195,0.363935,0.021275,0.005257,0.332575
1755249677.962138,0.071509,0.000000,-0.021163,0.000000,0.013380,0.054710,0.011349,0.000000,-0.145729,0.000000,-0.174544,0.000000,-0.158491,0.182515,-2.676365,0.000000,-0.185027,0.000000,0.013652,0.250000,-0.982470,-1.491395,-0.182474,0.362451,0.007717,0.005631,0.335136
1755249677.967612,0.070683,0.000000,-0.022167,0.000000,0.012528,0.056541,0.010071,0.000000,-0.155760,0.000000,-0.192541,0.000000,-0.152752,0.185006,-1.832496,0.000000,-3.287849,0.000000,1.048346,0.250000,-1.051120,-1.498683,-0.079697,0.360973,0.017301,0.006008,0.337727
1755249677.978734,0.068876,0.000000,-0.024517,0.000000,0.010898,0.058395,0.008206,0.000000,-0.172378,0.000000,-0.216595,0.000000,-0.145940,0.187494,-1.494219,0.000000,-2.162736,0.000000,0.612535,0.250000,-1.260621,-0.644625,0.204681,0.868886,-0.040296,-0.010696,0.460531
1755249677.986580,0.067455,0.000000,-0.026119,0.000000,0.009709,0.060286,0.007674,0.000000,-0.188448,0.000000,-0.193841,0.000000,-0.154964,0.190000,-2.048207,0.000000,2.900142,0.000000,-1.150157,0.250000,-1.192213,-0.454764,0.289679,0.581077,-0.121334,0.205885,0.382713
1755249678.003629,0.064138,0.000000,-0.029545,0.000000,0.007529,0.062194,-0.000143,0.000000,-0.202038,0.000000,-0.200558,0.000000,-0.092046,0.192493,-0.797110,0.000000,-0.393974,0.000000,3.690355,0.250000,-0.758653,-0.457454,0.714245,0.581977,-0.448939,0.206041,0.385525
1755249678.008110,0.063227,0.000000,-0.030424,0.000000,0.007205,0.064225,-0.004063,0.000000,-0.204501,0.000000,-0.191519,0.000000,-0.052262,0.195113,-0.549527,0.000000,2.016881,0.000000,8.877606,0.250000,-0.383437,-0.459984,1.031945,0.582786,-1.065466,0.206198,0.388159
1755249678.024186,0.059909,0.000000,-0.033260,0.000000,0.007701,0.068071,-0.022161,0.000000,-0.208068,0.000000,-0.161950,0.000000,0.116310,0.199980,-0.221889,0.000000,1.839434,0.000000,10.486410,0.250000,-1.353657,-0.462594,0.349791,0.583646,-0.346135,0.206356,0.390909
1755249678.054084,0.062471,0.000000,-0.039852,0.000000,-0.001638,0.066099,-0.056054,0.000000,-0.144890,0.000000,-0.154354,0.000000,0.355624,0.197499,2.113100,0.000000,0.254045,0.000000,8.004281,0.250000,-1.361078,-0.465225,0.321859,0.584542,-0.399840,0.206514,0.393709
1755249678.066978,0.060720,0.000000,-0.041772,0.000000,0.003637,0.070083,-0.057979,0.000000,-0.126686,0.000000,-0.143468,0.000000,0.462546,0.202479,1.411775,0.000000,0.844308,0.000000,8.292309,0.250000,-1.302174,-0.469745,0.400067,0.586268,-0.335664,0.206667,0.398952
1755249678.104440,0.055559,0.000000,-0.045175,0.000000,0.022992,0.076289,-0.062808,0.000000,-0.134980,0.000000,-0.043544,0.000000,0.562363,0.210003,-0.221399,0.000000,2.667296,0.000000,2.664461,0.250000,-0.551635,0.205089,0.581172,0.487292,0.026229,0.508388,0.246650
1755249678.101542,0.055954,0.000000,-0.045044,0.000000,0.021369,0.078418,-0.062464,0.000000,-0.137562,0.000000,-0.046942,0.000000,0.557789,0.212523,-0.221399,0.000000,2.667296,0.000000,2.664461,0.250000,-0.536307,0.221094,0.569027,0.489538,-0.012906,0.511040,0.246070
1755249678.101308,0.055986,0.000000,-0.045033,0.000000,0.021238,0.080524,-0.062478,0.000000,-0.138058,0.000000,-0.047287,0.000000,0.557586,0.214985,-0.221399,0.000000,2.667296,0.000000,2.664461,0.250000,-0.537436,0.220576,0.574052,0.486959,-0.032419,0.510875,0.249028
1755249678.131791,0.051394,0.000000,-0.046185,0.000000,0.039565,0.084879,-0.066352,0.000000,-0.169635,0.000000,-0.030584,0.000000,0.649601,0.219991,-1.267036,0.000000,0.473848,0.000000,3.189603,0.250000,-0.267636,0.307370,0.581546,0.301175,0.419677,0.527818,0.203714
1755249678.131580,0.051430,0.000000,-0.046178,0.000000,0.039427,0.087093,-0.066299,0.000000,-0.169289,0.000000,-0.030374,0.000000,0.648807,0.222493,-1.267036,0.000000,0.473848,0.000000,3.189603,0.250000,-0.053715,0.307613,0.518492,0.299772,0.431056,0.527652,0.206867
1755249678.138937,0.058376,0.000000,-0.052178,0.000000,0.034681,0.083574,-0.059308,0.000000,-0.107695,0.000000,-0.104052,0.000000,0.622026,0.218504,8.667534,0.000000,-10.280896,0.000000,-3.858728,0.250000,-0.377218,0.307880,0.608675,0.298343,0.263497,0.527485,0.210037
1755249678.142857,0.057944,0.000000,-0.052601,0.000000,0.037133,0.089328,-0.058203,0.000000,-0.113053,0.000000,-0.111691,0.000000,0.629295,0.224990,-1.367026,0.000000,-1.949045,0.000000,1.854510,0.250000,-0.330764,0.308149,0.601762,0.296953,0.365315,0.527321,0.213248
1755249678.145498,0.057641,0.000000,-0.052899,0.000000,0.038800,0.091602,-0.057404,0.000000,-0.115765,0.000000,-0.114001,0.000000,0.632438,0.227503,-1.026618,0.000000,-0.874365,0.000000,1.189844,0.250000,-0.126488,0.308434,0.530323,0.295579,0.392544,0.527157,0.216475
1755249678.152565,0.056816,0.000000,-0.053684,0.000000,0.043276,0.093893,-0.054423,0.000000,-0.117992,0.000000,-0.108203,0.000000,0.634216,0.230007,-0.315115,0.000000,0.820494,0.000000,0.251622,0.250000,-0.001091,0.308761,0.511833,0.294159,0.391123,0.526990,0.219695
1755249678.155696,0.056446,0.000000,-0.054009,0.000000,0.045256,0.096184,-0.053235,0.000000,-0.118201,0.000000,-0.099072,0.000000,0.630635,0.232484,-0.066611,0.000000,2.916366,0.000000,-1.143680,0.250000,0.044764,0.783125,0.498745,0.133987,0.303807,0.269712,0.230406
